id,市区町村,都道府県,面積(km2),経度,緯度
33008,勝田郡勝央町,岡山県,54.16,134.13037,35.05787
33009,新見市,岡山県,793.34,133.44903,35.0157
33010,真庭郡新庄村,岡山県,67.09,133.56044,35.20333
33011,真庭市,岡山県,828.62,133.6936,35.13557
33012,瀬戸内市,岡山県,124.97,134.13727,34.66658
33013,英田郡西粟倉村,岡山県,57.73,134.34089,35.19331
33014,赤磐市,岡山県,209.47,134.03957,34.83358
33015,浅口市,岡山県,66.55,133.59461,34.53604
33016,倉敷市,岡山県,352.63,133.74736,34.55955
33017,Hayashima,岡山県,7.67,133.823,34.60865
33018,総社市,岡山県,212.11,133.70227,34.70263
33019,津山市,岡山県,506.63,134.02995,35.13851
33020,勝田郡奈義町,岡山県,69.5,134.18455,35.13625
33021,備前市,岡山県,255.69,134.23044,34.7981
33022,久米郡美咲町,岡山県,232.08,133.93827,34.98368
33023,美作市,岡山県,429.4,134.23008,35.04289
33024,小田郡矢掛町,岡山県,90.88,133.58984,34.63093
33025,浅口郡里庄町,岡山県,12.26,133.55679,34.51312
33026,Wake,岡山県,144.25,134.1378,34.83873
33027,Okayama,岡山県,794.31,133.92443,34.71446
34001,安芸高田市,広島県,538.81,132.67837,34.70295
34002,山県郡安芸太田町,広島県,341.73,132.25609,34.6032
34003,安芸郡海田町,広島県,13.8,132.55287,34.36671
34004,安芸郡熊野町,広島県,33.62,132.59167,34.34613
34005,呉市,広島県,346.42,132.63613,34.26606
34006,Etajima,広島県,98.71,132.44849,34.21875
34007,安芸郡坂町,広島県,15.59,132.5138,34.32436
34008,三原市,広島県,470.68,133.00183,34.45876
34009,Miyoshi,広島県,777.38,132.86602,34.79317
34010,庄原市,広島県,1246.69,133.06659,34.94556
34011,神石郡神石高原町,広島県,382.11,133.26164,34.75543
34012,世羅郡世羅町,広島県,278.23,133.01681,34.61418
34013,Osakikamijima,広島県,41.27,132.89163,34.2379
34014,大竹市,広島県,78.07,132.18411,34.26239
34015,竹原市,広島県,116.7,132.88111,34.36862
34016,東広島市,広島県,635.24,132.76094,34.44815
34017,廿日市市,広島県,490.17,132.17801,34.40584
34018,尾道市,広島県,283.05,133.16218,34.48465
34019,Fuchu,広島県,195.7,133.17502,34.63654
34020,府中市,広島県,10.44,132.51744,34.39753
34021,福山市,広島県,514.9,133.33593,34.52641
34022,山県郡北広島町,広島県,645.83,132.40109,34.70709
34023,Hiroshima,広島県,906.25,132.45252,34.47793
35001,下関市,山口県,715.05,130.99389,34.17236
35002,長門市,山口県,356.88,131.14316,34.34643
35003,美祢市,山口県,472.31,131.25257,34.20954
35004,山陽小野田市,山口県,133.45,131.15761,34.04028
35005,萩市,山口県,696.45,131.51542,34.42738
35006,山口市,山口県,1023.95,131.57628,34.23362
35007,宇部市,山口県,288.22,131.27523,34.04418
35008,阿武郡阿武町,山口県,115.67,131.55293,34.53084
35009,下松市,山口県,88.95,131.89136,34.04143
35010,岩国市,山口県,871.18,132.0645,34.207
35011,光市,山口県,92.16,131.97705,33.98296
35012,周南市,山口県,655.02,131.82823,34.15124
35013,大島郡周防大島町,山口県,132.47,132.2783,33.91408
35014,Kaminoseki,山口県,33.02,132.07609,33.82231
35015,熊毛郡田布施町,山口県,49.8,132.02836,33.9497
35016,Hirao,山口県,34.48,132.08893,33.91777
35017,防府市,山口県,188.39,131.57066,34.07248
35018,柳井市,山口県,139.22,132.12483,33.97979
35019,玖珂郡和木町,山口県,10.47,132.21156,34.1957
36001,美馬郡つるぎ町,徳島県,194.61,134.05363,33.96249
36002,阿南市,徳島県,277.89,134.60448,33.87738
36003,阿波市,徳島県,191.16,134.28893,34.12182
36004,海部郡海陽町,徳島県,327.56,134.27314,33.64586
36005,吉野川市,徳島県,144.25,134.2836,34.03706
36006,名東郡佐那河内村,徳島県,42.27,134.45251,33.98258
36007,三好市,徳島県,721.81,133.84554,33.92474
36008,勝浦郡勝浦町,徳島県,69.79,134.48963,33.92877
36009,小松島市,徳島県,45.35,134.59539,33.98423
36010,板野郡松茂町,徳島県,13.7,134.59219,34.13571
36011,勝浦郡上勝町,徳島県,109.52,134.38341,33.90019
36012,Kamiita,徳島県,34.28,134.40602,34.13085
36013,名西郡神山町,徳島県,173.56,134.33706,33.97696
36014,名西郡石井町,徳島県,28.83,134.43356,34.07818
36015,三好郡東みよし町,徳島県,122.51,133.91785,34.03557
36016,徳島市,徳島県,189.99,134.52374,34.04959
36017,那賀郡那賀町,徳島県,695.38,134.26294,33.80016
36018,板野郡板野町,徳島県,36.18,134.45233,34.1526
36019,海部郡美波町,徳島県,140.29,134.5115,33.7529
36020,美馬市,徳島県,367.28,134.1432,34.01882
36021,板野郡北島町,徳島県,8.83,134.54998,34.1275
36022,海部郡牟岐町,徳島県,55.95,134.41452,33.68875
36023,鳴門市,徳島県,134.45,134.54072,34.1837
36024,板野郡藍住町,徳島県,16.32,134.49437,34.12661
37001,坂出市,香川県,89.52,133.89436,34.3208
37002,善通寺市,香川県,40.3,133.77785,34.22422
37003,さぬき市,香川県,158.87,134.21323,34.26638
37004,仲多度郡まんのう町,香川県,193.95,133.91231,34.1413
37005,Ayagawa,香川県,109.89,133.96234,34.21
37006,Utadu,香川県,8.04,133.82678,34.30687
37007,観音寺市,香川県,117.39,133.67646,34.07872
37008,丸亀市,香川県,108.86,133.84171,34.25632
37009,仲多度郡琴平町,香川県,8.48,133.81814,34.19543
37010,高松市,香川県,373.14,134.05387,34.26717
37011,Mitoyoshi,香川県,220.92,133.72687,34.15988
37012,木田郡三木町,香川県,76.4,134.13811,34.23362
37013,Syoudoshima,香川県,95.62,134.29375,34.49052
37014,仲多度郡多度津町,香川県,23.69,133.74548,34.25771
37015,香川郡直島町,香川県,9.38,133.98523,34.45925
37016,小豆郡土庄町,香川県,73.41,134.2439,34.52124
37017,東かがわ市,香川県,153.36,134.33322,34.21196
38001,南宇和郡愛南町,愛媛県,237.85,132.5849,32.98822
38002,西宇和郡伊方町,愛媛県,93.41,132.21233,33.43383
38003,伊予市,愛媛県,194.22,132.68953,33.68168
38004,Uwajima,愛媛県,464.98,132.56287,33.17761
38005,北宇和郡鬼北町,愛媛県,242.01,132.74946,33.29987
38006,上浮穴郡久万高原町,愛媛県,583.71,132.98495,33.63562
38007,今治市,愛媛県,412.51,132.94802,34.01494
38008,四国中央市,愛媛県,420.92,133.53622,33.93552
38009,松山市,愛媛県,426.8,132.81254,33.87404
38010,Masaki,愛媛県,20.46,132.72552,33.79179
38011,北宇和郡松野町,愛媛県,98.59,132.71176,33.20534
38012,Kamijima,愛媛県,29.3,133.14722,34.26033
38013,新居浜市,愛媛県,233.86,133.32925,33.89932
38014,西条市,愛媛県,509.96,133.11215,33.86131
38015,西予市,愛媛県,513.95,132.63267,33.39408
38016,大洲市,愛媛県,432.25,132.59848,33.51988
38017,伊予郡砥部町,愛媛県,101.52,132.7892,33.69503
38018,東温市,愛媛県,211.36,132.92663,33.80368
38019,喜多郡内子町,愛媛県,299.66,132.75703,33.56963
38020,八幡浜市,愛媛県,131.78,132.43257,33.47294
39001,吾川郡いの町,高知県,471.19,133.31204,33.68081
39002,安芸市,高知県,317.04,133.95431,33.58788
39003,安芸郡安田町,高知県,53.31,134.00759,33.48821
39004,高岡郡越知町,高知県,111.38,133.22179,33.54311
39005,安芸郡芸西村,高知県,39.84,133.82726,33.54849
39006,香南市,高知県,126.72,133.78025,33.58361
39007,香美市,高知県,537.88,133.8532,33.70816
39008,高知市,高知県,308.79,133.50812,33.58041
39009,幡多郡黒潮町,高知県,188.39,133.0594,33.08414
39010,Sakawa,高知県,101.31,133.27372,33.49741
39011,幡多郡三原村,高知県,85.4,132.85146,32.90253
39012,Shimanto,高知県,632.28,132.85225,33.08153
39013,四万十市,高知県,642.64,133.02038,33.23358
39014,室戸市,高知県,248.44,134.14826,33.38333
39015,宿毛市,高知県,285.39,132.74256,32.97113
39016,吾川郡仁淀川町,高知県,333.19,133.13085,33.58241
39017,須崎市,高知県,134.63,133.30368,33.41194
39018,幡多郡大月町,高知県,101.83,132.70914,32.81504
39019,土佐郡大川村,高知県,94.86,133.41293,33.80071
39020,Otoyo,高知県,315.04,133.72058,33.79161
39021,高岡郡中土佐町,高知県,193.13,133.16703,33.33902
39022,高岡郡津野町,高知県,198.2,133.08506,33.42318
39023,安芸郡田野町,高知県,6.7,134.01254,33.43873
39024,Tosa,高知県,91.62,133.38788,33.47709
39025,土佐清水市,高知県,265.76,132.89528,32.82711
39026,土佐市,高知県,212.24,133.48245,33.73359
39027,安芸郡東洋町,高知県,74.24,134.24063,33.51779
39028,安芸郡奈半利町,高知県,28.35,134.05665,33.42046
39029,Nankoku,高知県,125.35,133.62537,33.60977
39030,高岡郡日高村,高知県,44.85,133.35426,33.53909
39031,安芸郡馬路村,高知県,165.34,134.08967,33.62284
39032,安芸郡北川村,高知県,196.24,134.11894,33.51755
39033,Motoyama,高知県,134.43,133.58165,33.79195
39034,高岡郡檮原町,高知県,236.47,132.92541,33.3957
40001,福津市,福岡県,52.72,130.49805,33.7798
40002,宗像市,福岡県,118.63,130.55712,33.8127
40003,古賀市,福岡県,42.17,130.49915,33.72144
40004,うきは市,福岡県,117.77,130.7932,33.31185
40005,糟屋郡志免町,福岡県,8.59,130.47626,33.58762
40006,京都郡みやこ町,福岡県,151.28,130.93599,33.62937
40007,みやま市,福岡県,104.99,130.49629,33.12609
40008,遠賀郡芦屋町,福岡県,10.95,130.66281,33.89063
40009,鞍手郡鞍手町,福岡県,35.95,130.66974,33.7842
40010,糟屋郡宇美町,福岡県,30.3,130.53673,33.56289
40011,遠賀郡遠賀町,福岡県,22.05,130.66273,33.84571
40012,遠賀郡岡垣町,福岡県,48.74,130.60473,33.85424
40013,嘉麻市,福岡県,135.31,130.74027,33.53664
40014,Kanda,福岡県,49.23,130.9672,33.76988
40015,築上郡吉富町,福岡県,5.54,131.1708,33.60525
40016,糟屋郡久山町,福岡県,37.34,130.51665,33.66684
40017,Kume,福岡県,230.04,130.56713,33.3053
40018,Wakamiya,福岡県,139.83,130.61503,33.71549
40019,Keisen,福岡県,20.13,130.67959,33.57452
40020,八女郡広川町,福岡県,38.03,130.57268,33.25209
40021,行橋市,福岡県,70.62,130.97134,33.71397
40022,Kawara,福岡県,44.57,130.85478,33.68464
40023,田川郡糸田町,福岡県,8.15,130.77244,33.65522
40024,糸島市,福岡県,215.16,130.18087,33.53317
40025,糟屋郡篠栗町,福岡県,39.06,130.54722,33.62463
40026,春日市,福岡県,14.11,130.45647,33.5241
40027,Ogoori,福岡県,45.6,130.56433,33.40028
40028,鞍手郡小竹町,福岡県,14.49,130.70426,33.70481
40029,Kouge,福岡県,62.42,131.14021,33.54169
40030,糟屋郡新宮町,福岡県,18.9,130.46326,33.6979
40031,糟屋郡須恵町,福岡県,16.39,130.51874,33.59244
40032,遠賀郡水巻町,福岡県,10.93,130.69377,33.85597
40033,Akamura,福岡県,31.92,130.88785,33.60657
40034,田川郡川崎町,福岡県,36.13,130.8146,33.57037
40035,太宰府市,福岡県,29.68,130.52495,33.52012
40036,大川市,福岡県,33.44,130.38183,33.20576
40037,三井郡大刀洗町,福岡県,22.88,130.61502,33.38074
40038,Oto,福岡県,14.24,130.85171,33.61213
40039,Oomura,福岡県,81.42,130.46907,33.04625
40040,Ooki,福岡県,18.52,130.44086,33.21259
40041,大野城市,福岡県,26.79,130.47919,33.51302
40042,築上郡築上町,福岡県,119.33,131.01573,33.60834
40043,筑後市,福岡県,41.76,130.49119,33.20734
40044,筑紫野市,福岡県,87.75,130.54392,33.48522
40045,朝倉郡筑前町,福岡県,67.32,130.61926,33.46079
40046,Nakama,福岡県,15.87,130.70665,33.82056
40047,朝倉市,福岡県,246.57,130.74172,33.41679
40048,直方市,福岡県,61.42,130.74574,33.75106
40049,田川郡添田町,福岡県,132.21,130.87908,33.51409
40050,田川市,福岡県,54.39,130.79969,33.63163
40051,朝倉郡東峰村,福岡県,52.1,130.84903,33.43728
40052,那珂川市,福岡県,75.08,130.42206,33.46477
40053,糟屋郡粕屋町,福岡県,14.03,130.47452,33.61572
40054,八女市,福岡県,482.24,130.70196,33.19875
40055,IIduka,福岡県,213.92,130.66097,33.61352
40056,田川郡福智町,福岡県,42.1,130.78623,33.70131
40057,豊前市,福岡県,111.29,131.07771,33.56863
40058,柳川市,福岡県,76.84,130.40973,33.14826
40059,Kita Kyushu,福岡県,491.11,130.84646,33.84925
40060,Fukuoka,福岡県,342.5,130.35896,33.56598
41001,三養基郡みやき町,佐賀県,52.75,130.44314,33.32811
41002,伊万里市,佐賀県,255.01,129.88774,33.30183
41003,三養基郡基山町,佐賀県,22.06,130.50949,33.42601
41004,嬉野市,佐賀県,126.67,130.01534,33.09495
41005,Yoshinogari,佐賀県,44.07,130.39643,33.3636
41006,東松浦郡玄海町,佐賀県,35.79,129.8678,33.47698
41007,杵島郡江北町,佐賀県,24.93,130.15741,33.21924
41008,佐賀市,佐賀県,432.58,130.26511,33.32515
41009,鹿島市,佐賀県,115.03,130.09512,33.06042
41010,小城市,佐賀県,95.77,130.19667,33.27909
41011,三養基郡上峰町,佐賀県,11.86,130.42206,33.32661
41012,神埼市,佐賀県,124.15,130.35156,33.34735
41013,多久市,佐賀県,96.41,130.10548,33.27636
41014,Tara,佐賀県,74.15,130.15161,32.9949
41015,杵島郡大町町,佐賀県,11.54,130.11472,33.21772
41016,鳥栖市,佐賀県,71.94,130.49165,33.37874
41017,唐津市,佐賀県,485.19,130.00256,33.4128
41018,杵島郡白石町,佐賀県,100.13,130.14627,33.16464
41019,武雄市,佐賀県,195.68,129.9977,33.20154
41020,Arita,佐賀県,65.64,129.86495,33.19932
42001,Iki,長崎県,135.21,129.71812,33.78617
42002,雲仙市,長崎県,208.0,130.22791,32.78412
42003,Got2,長崎県,413.41,128.74563,32.68405
42004,Saza,長崎県,32.39,129.65642,33.24468
42005,佐世保市,長崎県,419.88,129.71793,33.21042
42006,Togitsu,長崎県,20.7,129.83014,32.83812
42007,Odika,長崎県,20.55,129.0621,33.20103
42008,松浦市,長崎県,127.13,129.7157,33.3325
42009,Shinkami Gotou,長崎県,209.05,129.08436,32.96485
42010,西海市,長崎県,238.01,129.70781,32.99004
42011,東彼杵郡川棚町,長崎県,37.23,129.87012,33.08167
42012,対馬市,長崎県,708.56,129.37061,34.51864
42013,大村市,長崎県,126.85,129.99467,32.94016
42014,長崎市,長崎県,404.01,129.82825,32.78401
42015,西彼杵郡長与町,長崎県,28.59,129.88435,32.8305
42016,島原市,長崎県,82.47,130.32908,32.79433
42017,東彼杵郡東彼杵町,長崎県,74.36,129.95763,33.03404
42018,Minami Shimabara,長崎県,170.07,130.25692,32.67573
42019,東彼杵郡波佐見町,長崎県,56.01,129.89903,33.1324
42020,平戸市,長崎県,232.72,129.46485,33.28447
42021,諫早市,長崎県,328.1,130.06647,32.869
43001,球磨郡あさぎり町,熊本県,159.45,130.91899,32.20883
43002,阿蘇市,熊本県,374.66,131.09457,32.95606
43003,葦北郡芦北町,熊本県,233.83,130.54134,32.29159
43004,宇城市,熊本県,188.27,130.66117,32.62791
43005,宇土市,熊本県,74.53,130.61296,32.68093
43006,上益城郡益城町,熊本県,65.49,130.83394,32.78742
43007,上益城郡嘉島町,熊本県,16.77,130.75552,32.74607
43008,菊池市,熊本県,277.28,130.85517,32.99105
43009,菊池郡菊陽町,熊本県,37.59,130.82401,32.85913
43010,球磨郡球磨村,熊本県,207.7,130.65092,32.26081
43011,玉名郡玉東町,熊本県,24.18,130.62909,32.90185
43012,玉名市,熊本県,152.68,130.56017,32.91553
43013,球磨郡錦町,熊本県,85.11,130.84926,32.18252
43014,球磨郡五木村,熊本県,253.22,130.84008,32.42018
43015,上益城郡御船町,熊本県,99.05,130.85756,32.7308
43016,上益城郡甲佐町,熊本県,58.11,130.81708,32.67196
43017,荒尾市,熊本県,56.97,130.47577,32.97627
43018,阿蘇郡高森町,熊本県,175.15,131.20279,32.84048
43019,Koushi,熊本県,53.04,130.76871,32.89293
43020,球磨郡山江村,熊本県,121.22,130.75673,32.31495
43021,山鹿市,熊本県,299.49,130.72309,33.0559
43022,上益城郡山都町,熊本県,544.86,131.04922,32.69912
43023,阿蘇郡産山村,熊本県,60.28,131.20519,33.01067
43024,Oguni,熊本県,136.97,131.07116,33.14253
43025,上天草市,熊本県,120.1,130.39611,32.45985
43026,人吉市,熊本県,211.01,130.74966,32.16369
43027,Mizukami,熊本県,190.91,131.01714,32.36515
43028,水俣市,熊本県,163.21,130.46232,32.17055
43029,阿蘇郡西原村,熊本県,77.24,130.93136,32.82234
43030,球磨郡相良村,熊本県,94.55,130.8294,32.30276
43031,球磨郡多良木町,熊本県,166.0,130.99249,32.24347
43032,Oodu,熊本県,97.27,130.90514,32.89575
43033,Nagasu,熊本県,19.25,130.46822,32.9287
43034,葦北郡津奈木町,熊本県,34.2,130.46041,32.24147
43035,天草市,熊本県,679.11,130.09987,32.37047
43036,球磨郡湯前町,熊本県,48.37,131.01145,32.27157
43037,阿蘇郡南阿蘇村,熊本県,141.26,131.03719,32.8441
43038,Minami Kan,熊本県,69.02,130.55011,33.03514
43039,阿蘇郡南小国町,熊本県,116.03,131.09048,33.06802
43040,八代市,熊本県,683.66,130.74995,32.4906
43041,下益城郡美里町,熊本県,143.93,130.87163,32.61365
43042,八代郡氷川町,熊本県,33.56,130.67606,32.57505
43043,天草郡苓北町,熊本県,67.2,130.07175,32.48606
43044,玉名郡和水町,熊本県,98.98,130.61418,33.04134
43045,Kumamoto,熊本県,390.99,130.69527,32.80899
44001,宇佐市,大分県,439.24,131.33665,33.45003
44002,臼杵市,大分県,290.83,131.74452,33.07208
44003,杵築市,大分県,279.97,131.5369,33.44725
44004,玖珠郡九重町,大分県,271.47,131.21261,33.19247
44005,玖珠郡玖珠町,大分県,286.95,131.16149,33.30438
44006,国東市,大分県,317.66,131.65069,33.56407
44007,Saiki,大分県,900.73,131.77386,32.88539
44008,大分市,大分県,503.09,131.64017,33.17965
44009,Taketa,大分県,477.77,131.32717,32.99779
44010,中津市,大分県,491.32,131.12651,33.46474
44011,津久見市,大分県,77.26,131.86406,33.06881
44012,Hiji,大分県,73.22,131.52746,33.37626
44013,日田市,大分県,666.44,130.95061,33.24452
44014,Himeshima,大分県,6.79,131.66366,33.72802
44015,別府市,大分県,124.59,131.45291,33.28577
44016,豊後高田市,大分県,206.04,131.50699,33.57571
44017,豊後大野市,大分県,603.59,131.5121,32.97253
44018,Yufu,大分県,320.27,131.38409,33.20859
45001,えびの市,宮崎県,281.31,130.84133,32.04742
45002,東諸県郡綾町,宮崎県,95.27,131.20857,32.03171
45003,延岡市,宮崎県,867.25,131.64239,32.67236
45004,宮崎市,宮崎県,645.97,131.35862,31.89227
45005,串間市,宮崎県,294.76,131.26455,31.48567
45006,Gokase,宮崎県,172.05,131.18987,32.64373
45007,Takaharu,宮崎県,85.91,130.99781,31.92272
45008,西臼杵郡高千穂町,宮崎県,237.67,131.31459,32.74687
45009,児湯郡高鍋町,宮崎県,44.02,131.50264,32.13143
45010,東諸県郡国富町,宮崎県,130.81,131.28769,32.03894
45011,北諸県郡三股町,宮崎県,110.04,131.17701,31.73103
45012,東臼杵郡諸塚村,宮崎県,187.93,131.30618,32.55821
45013,小林市,宮崎県,564.78,131.04084,32.03341
45014,児湯郡新富町,宮崎県,61.57,131.46614,32.08196
45015,西都市,宮崎県,439.35,131.31534,32.17293
45016,児湯郡西米良村,宮崎県,271.51,131.15903,32.22618
45017,児湯郡川南町,宮崎県,90.28,131.50384,32.20924
45018,東臼杵郡椎葉村,宮崎県,537.24,131.14299,32.46172
45019,Miyakonojo,宮崎県,653.33,131.07901,31.80918
45020,児湯郡都農町,宮崎県,102.41,131.50775,32.27842
45021,日向市,宮崎県,336.13,131.52276,32.37707
45022,日南市,宮崎県,536.49,131.33071,31.65054
45023,西臼杵郡日之影町,宮崎県,277.7,131.41364,32.69171
45024,東臼杵郡美郷町,宮崎県,449.22,131.37117,32.44001
45025,Kijo,宮崎県,146.13,131.39798,32.24452
45026,東臼杵郡門川町,宮崎県,120.25,131.59178,32.49148
46001,いちき串木野市,鹿児島県,111.76,130.28894,31.73296
46002,薩摩郡さつま町,鹿児島県,304.12,130.47577,31.93755
46003,阿久根市,鹿児島県,133.3,130.23333,32.01633
46004,姶良市,鹿児島県,231.21,130.59611,31.78112
46005,伊佐市,鹿児島県,392.21,130.60101,32.05838
46006,熊毛郡屋久島町,鹿児島県,540.2,130.52202,30.33923
46007,肝属郡肝付町,鹿児島県,308.35,130.99121,31.26489
46008,肝属郡錦江町,鹿児島県,163.22,130.85815,31.21699
46009,薩摩川内市,鹿児島県,682.07,130.35828,31.83816
46010,鹿児島郡三島村,鹿児島県,31.12,129.9345,30.83062
46011,志布志市,鹿児島県,289.61,131.09217,31.53122
46012,指宿市,鹿児島県,148.44,130.58277,31.23002
46013,Kagoshima,鹿児島県,548.01,130.50625,31.57814
46014,鹿屋市,鹿児島県,448.42,130.86741,31.42667
46015,Toshima,鹿児島県,98.45,129.87122,29.84877
46016,Izumi,鹿児島県,329.89,130.36396,32.06336
46017,Tarumizu,鹿児島県,162.44,130.76317,31.51193
46018,大島郡瀬戸内町,鹿児島県,239.13,129.31693,28.19717
46019,西之表市,鹿児島県,206.18,131.02262,30.70366
46020,曽於市,鹿児島県,390.83,130.97471,31.65611
46021,曽於郡大崎町,鹿児島県,101.16,130.97425,31.46474
46022,大島郡大和村,鹿児島県,89.96,129.35882,28.33002
46023,China,鹿児島県,53.29,128.56556,27.36515
46024,熊毛郡中種子町,鹿児島県,138.05,130.95949,30.53762
46025,出水郡長島町,鹿児島県,114.79,130.15085,32.16396
46026,大島郡天城町,鹿児島県,80.51,128.9226,27.80224
46027,肝属郡東串良町,鹿児島県,27.86,130.98629,31.38366
46028,Tokunoshima,鹿児島県,104.9,128.97359,27.79457
46029,南さつま市,鹿児島県,281.74,130.27905,31.39108
46030,南九州市,鹿児島県,358.23,130.43677,31.34035
46031,熊毛郡南種子町,鹿児島県,110.45,130.90893,30.4124
46032,肝属郡南大隅町,鹿児島県,214.12,130.7737,31.12219
46033,日置市,鹿児島県,253.49,130.38202,31.59928
46034,枕崎市,鹿児島県,74.58,130.31098,31.29024
46035,霧島市,鹿児島県,603.79,130.78159,31.80565
46036,姶良郡湧水町,鹿児島県,144.91,130.72857,31.96888
46037,大島郡与論町,鹿児島県,20.54,128.43083,27.04281
46038,大島郡龍郷町,鹿児島県,82.15,129.58046,28.41027
46039,大島郡和泊町,鹿児島県,40.35,128.6393,27.3999
46040,大島郡伊仙町,鹿児島県,62.87,128.94169,27.70388
46041,奄美市,鹿児島県,304.86,129.45798,28.31745
46042,大島郡宇検村,鹿児島県,103.29,129.27828,28.27059
46043,大島郡喜界町,鹿児島県,56.65,129.97231,28.32283
47001,中頭郡読谷村,沖縄県,35.32,127.74617,26.40005
47002,Kumejima,沖縄県,61.73,126.77324,26.35006
47003,島尻郡伊平屋村,沖縄県,21.85,127.97337,27.05003
47004,島尻郡伊是名村,沖縄県,14.39,127.93677,26.93365
47005,国頭郡国頭村,沖縄県,195.17,128.2546,26.76163
47006,国頭郡大宜味村,沖縄県,63.41,128.13878,26.67144
47007,国頭郡東村,沖縄県,81.92,128.18978,26.64858
47008,名護市,沖縄県,210.77,128.02505,26.58197
47009,国頭郡今帰仁村,沖縄県,39.88,127.96262,26.678
47010,Motobu,沖縄県,53.82,127.91257,26.65953
47011,国頭郡伊江村,沖縄県,22.58,127.78942,26.72171
47012,国頭郡恩納村,沖縄県,50.54,127.85291,26.47585
47013,国頭郡宜野座村,沖縄県,31.26,127.96637,26.49474
47014,Kin,沖縄県,38.08,127.90154,26.4651
47015,うるま市,沖縄県,84.72,127.84945,26.37553
47016,島尻郡粟国村,沖縄県,7.67,127.22928,26.58771
47017,中頭郡嘉手納町,沖縄県,15.19,127.7672,26.3646
47018,Chatan,沖縄県,14.01,127.76435,26.32123
47019,中頭郡北中城村,沖縄県,11.29,127.79705,26.30313
47020,中頭郡中城村,沖縄県,15.19,127.78782,26.26371
47021,中頭郡西原町,沖縄県,15.9,127.75907,26.22994
47022,沖縄市,沖縄県,48.99,127.80667,26.3534
47023,宜野湾市,沖縄県,19.82,127.75592,26.27448
47024,浦添市,沖縄県,19.41,127.7155,26.25126
47025,那覇市,沖縄県,39.93,127.68618,26.21098
47026,島尻郡渡嘉敷村,沖縄県,17.21,127.35646,26.19026
47027,島尻郡座間味村,沖縄県,14.28,127.30726,26.23444
47028,島尻郡渡名喜村,沖縄県,3.48,127.14686,26.36462
47029,豊見城市,沖縄県,19.2,127.68091,26.17489
47030,糸満市,沖縄県,46.6,127.68676,26.11808
47031,島尻郡八重瀬町,沖縄県,27.0,127.72649,26.13846
47032,Haebaru,沖縄県,10.88,127.72862,26.19426
47033,南城市,沖縄県,49.63,127.7754,26.16401
47034,島尻郡与那原町,沖縄県,5.02,127.75729,26.20131
47035,Miyakojima,沖縄県,203.22,125.33312,24.77332
47036,宮古郡多良間村,沖縄県,21.65,124.69915,24.65711
47037,石垣市,沖縄県,223.26,124.20547,24.43306
47038,八重山郡竹富町,沖縄県,332.76,123.8147,24.33602
47039,Yonaguni,沖縄県,28.93,122.98926,24.4553
47040,島尻郡南大東村,沖縄県,30.37,131.24277,25.84324
47041,島尻郡北大東村,沖縄県,13.02,131.30713,25.94459
